,语料ID,产品名称,内容,年份,sn_ner,hb_ner
2079,餐饮评论-4257,贵族自助牛排餐厅（华侨城店）,"第一次来，牛排味道还不错。自助很多菜品，服务员都会来提醒有菜上了。下次还会光顾。
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2080,餐饮评论-4258,源丰唐茶楼（电白万达广场店）,"强烈推荐凤爪和黄金炸虾 黄金炸虾外酥里嫩满口留香
100元代金券1张，可叠加",2021,set(),set()
2081,餐饮评论-4259,盛香烧鹅（东方市场店）,"这次就餐整体感觉很赞，比较满意的方面有：性价比。不错值得推荐一下
川味卤肉饭1份，提供免费WiFi",2021,set(),{'WiFi'}
2082,餐饮评论-4260,江渔儿酸菜鱼（高州店）,"综合评价这次就餐体验，我觉得有以下不足：口味不好、性价比低，希望店家能多加改进。对比先前，味道差了好多，不知道是不是换厨师了。包菜不够酸香了，鱼肉滑嫩感少了好多，也不够香酸，鸡肉变得有点老柴了，是我口味变了么？
酸菜鱼双人餐",2021,set(),set()
2083,餐饮评论-4261,汉宫传承隆江猪脚饭（上排垌店）,"隆江猪脚饭吃的就是一个鲜，所以这家店的出品还是很新鲜的，无论是店内的环境还是卖东西的柜台，红色的灯光很是诱人，但是我买的这个不应该是25元的大份的卷吗，但是烤翅的量很少，整体口味不错，如果这是大份的分量的话就很少了
主食2选1，提供免费WiFi",2021,{'东西'},set()
2084,餐饮评论-4262,汉宫传承隆江猪脚饭（上排垌店）,"量足，老板人很好。经常来这里关顾了。
主食2选1，提供免费WiFi",2021,set(),set()
2085,餐饮评论-4263,汉宫传承隆江猪脚饭（上排垌店）,"连续吃了几次了，味道我觉得很不错，份量也很足。
主食2选1，提供免费WiFi",2021,set(),{'WiFi'}
2086,餐饮评论-4264,法兰度航空主题餐厅（东汇城店）,"环境不错，约会首先的地方。味道也非常棒，下次还会过来
精品浪漫双人餐1份",2021,set(),set()
2087,餐饮评论-4265,法兰度航空主题餐厅（东汇城店）,"订的双人套餐。东西超多的，味道又好。好划算。
精品浪漫双人餐1份",2021,{'东西'},set()
2088,餐饮评论-4266,椒王火锅（电白店）,"东西很贵，味道一般，服务态度不错
100元代金券1张，可叠加",2021,{'东西'},set()
2089,餐饮评论-4267,友情有意音乐餐厅,"饭菜还可以米饭用心了，居然是个爱心，太可了，就是菜有点淡了，披萨不错，而且今天是半价，奶茶味道也不错，这个价位真的太可了，一个人的午餐有余了…………………………………………………………………………………………………………
超值滑饭饮品套餐，建议单人使用",2021,set(),set()
2090,餐饮评论-4268,友情有意音乐餐厅,"不是第一次来她家了，#套餐：2 人温馨烤鱼宵夜套餐老公说他家的鱼挺好吃的，味道适中，上菜有一点点慢之外，其他还是不错的啦………………………………………………………………………………………………………………
温馨烤鱼宵夜套餐，建议2人使用",2021,set(),set()
2091,餐饮评论-4269,友情有意音乐餐厅,"很满意的一次就餐体验，整体评价的话我觉得：性价比。
青江鱼烤鱼套餐（包含配菜）口味：香辣-蒜香-酸菜1份",2021,set(),set()
2092,餐饮评论-4270,友情有意音乐餐厅,"环境不错，去过几次，晚上会有小哥哥唱歌，挺好的，食物味道也不错。
分享两人餐，提供免费WiFi",2021,set(),{'WiFi'}
2093,餐饮评论-4271,友情有意音乐餐厅,"1个钟了，到现在还没上菜，真的是服了
新品超值单人餐B",2021,set(),set()
2094,餐饮评论-4272,友情有意音乐餐厅,"可以，值的来
温馨烤鱼宵夜套餐，建议2人使用",2021,set(),set()
2095,餐饮评论-4273,友情有意音乐餐厅,"可以啊
香菇滑鸡炖汤饭，建议单人使用",2021,set(),set()
2096,餐饮评论-4274,顺德火焰醉鹅坊（站北五路店）,"东西还不错，环境整洁
3-4人火锅套餐",2021,{'东西'},set()
2097,餐饮评论-4275,冲天香鸭粥店（光华北店）,"太划算了，我们一家三口吃得快撑破肚皮了，特别是鸭子应该给个赞。
2-3人鸭粥套餐",2021,set(),set()
2098,餐饮评论-4276,菠斯蒂蛋糕,"蛋糕店不大，里面的东西做得挺精致，不过有点小贵，蛋糕还是挺不错的，有一说一，在美团上面买便宜一点，超爱榴莲千层，打开就有一股子浓浓的榴莲味，一口下去满满的幸福感，不过遗憾的是里面果肉不多，不过不会很甜
榴莲千层1份，提供免费WiFi",2021,"{'东西', '美团'}",{'WiFi'}
2099,餐饮评论-4277,法兰度航空主题餐厅（东汇城店）,"服务态度很好，菜品味道也不错，经常到法兰度各地分店用餐，希望继续保持，好评
精品浪漫双人餐1份",2021,set(),{'法兰度'}
2100,餐饮评论-4278,法兰度航空主题餐厅（东汇城店）,"过来好几次了，每次的态度都很好，小哥哥小姐姐都很热情，出品也很快，继续加油噢！
精品浪漫双人餐1份",2021,set(),set()
2101,餐饮评论-4279,付记·招牌酸菜鱼,"服务态度很好，份量多，超级好吃
招牌酸菜鱼+香米饭1份，包间免费",2021,set(),set()
2102,餐饮评论-4280,法兰度航空主题餐厅（东汇城店）,"味道真不错，份又多，可以带个吃货女朋友过来一起享受
精品浪漫双人餐1份",2021,set(),set()
2103,餐饮评论-4281,椒王火锅（电白店）,"东非服务好
100元代金券1张，可叠加2张",2021,{'东非'},set()
2104,餐饮评论-4282,贵族自助牛排餐厅（华侨城店）,"第一次去这家吃牛排，就给我留了个阴影。煮关东煮的一种丸子是变质的，吃到嘴里感觉怪怪的就吐了，满嘴的味道，想想都恶心。牛排味道还行
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2105,餐饮评论-4283,云南过桥米线（汇景店）,"量巨多，老板人很好。
云南小锅米线1份",2021,set(),set()
2106,餐饮评论-4284,源丰唐茶楼（电白万达广场店）,"出品一般，贵3个鸡脚20元太贵了，，，。。。
100元代金券1张，可叠加2张",2021,set(),set()
2107,餐饮评论-4285,二月时光烘焙坊（华夏世纪花园店）,"好好看，水果多多，而且水果新鲜，奶油稍多，蛋糕少一点点，松软，总体味道还不错，我们四个人一下吃光了。帅哥老板好用心，可惜还来不及拍照就被女儿弄坏了，只能用帅哥出品时的留底相片了，我拍的大家可以忽略哈，
6英寸摆件蛋糕1个，约6英寸，圆形",2021,set(),set()
2108,餐饮评论-4286,鲜饮时光（高州店）,"刚好在附近肚子饿了 来吃 价格相对于这种小店 不算便宜 然后我问老板可不可以用美团卷的时候老板态度瞬间就变了 就不太搭理我们 我们没有点饮品还用很夸张的语气说你们不点吗 这些和寿司无关 我主要是来吃寿司的 然后说说寿司的味道 米饭有点夹生 酱油的味道很难闻 感觉比我读高中时学校门口8块钱一盒的寿司难吃的多 回到家拉了一晚上肚子 而且不止我自己感觉不舒服 同行的人都拉肚子了 小朋友半夜还起来吐了一次
50元代金券1张",2021,set(),set()
2109,餐饮评论-4287,瀛食精致料理,"环境很好，这个套餐就是我最后一张图那些，感觉两个肯定吃不太饱，我们是另加了一点小吃，味道还是不错的
超值双人餐，提供免费WiFi",2021,set(),{'WiFi'}
2110,餐饮评论-4288,爵士厚牛排自助餐馆（汇丰店）,"牛扒一般般，但份量很足，适合学生党。
全部菜品2选1，有赠品",2021,set(),set()
2111,餐饮评论-4289,顺德火焰醉鹅坊（站北五路店）,"味道。还可以。性价比挺高的，两个人的餐4个人都可以吃，刚刚好。
2人醉鹅火锅套餐",2021,set(),set()
2112,餐饮评论-4290,顺德火焰醉鹅坊（站北五路店）,"阿姨服务特别好
2人醉鹅火锅套餐",2021,set(),set()
2113,餐饮评论-4291,街头牛排（光华北路店）,"对于街头牛排来说，主打的就是性价比，这家店的价格也蛮划算的，环境由于店面不大的限制，就觉得一般了，吃吃牛排还可以，要是追求西餐厅的浪漫那就没有，所以觉得比较适合吃饭不太适合约会，总体来说还是挺好的，值得尝试
精致单人套餐，提供免费WiFi",2021,set(),set()
2114,餐饮评论-4292,街头牛排（光华北路店）,"口味还行吧，服务态度还不错，环境正常，位置一加一附近。感觉牛排不太和我们的胃口。
家庭3人套餐，提供免费WiFi",2021,set(),set()
2115,餐饮评论-4293,LINLEE·手打柠檬茶（文创店）,"服务态度很好！特别好！特别温柔！柠檬茶也很好喝！重点是！小哥哥好帅啊啊啊啊啊啊啊啊啊啊！！冲这个我愿意天天来喝！！
鄰里招牌柠檬茶2选1",2021,set(),set()
2116,餐饮评论-4294,大赞∙炙烧寿司（万达广场店）,"#套餐：超人气欢聚4人餐 和朋友们一起聚聚，不知道吃什么，看了大赞网上评价不错，结果没令我失望，芝士豆腐入口即化，满满的芝士和牛奶的香味特别好吃，蟹子沙律也非常赞，青瓜和蟹子脆脆的加上沙拉酱很香很好吃，强推口口牛肉，肥瘦刚好，吃起来也不硬，特别好吃的，#番茄牛肉拉面和炒饭也挺好吃的，另外点了个石锅泡饭，可能是泡菜有点辣，连饭都有点辣，味道还怪怪的，个人觉得不好吃，其他的菜品也不错，可能是最近经常吃寿司和三文鱼的原因，感觉没什么特别，总得来说很满意，就是桌了和坐位也有小，我们4个人加一两个小朋友就坐不下了，桌子上了一个4人套餐满满的都放不下东西了。
超人气欢聚4人餐",2021,{'东西'},set()
2117,餐饮评论-4295,椒王火锅（电白店）,"小猪姐姐服务，好吃，汤好喝，老客户了
100元代金券1张，可叠加",2021,set(),set()
2118,餐饮评论-4296,椒王火锅（电白店）,"服务很好！味道很好！
100元代金券1张，可叠加",2021,set(),set()
2119,餐饮评论-4297,贵族自助牛排餐厅（华侨城店）,"经理人缘不错，服务态度非常好
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2120,餐饮评论-4298,贵族自助牛排餐厅（华侨城店）,"除了贵一点点，其它还好
贵族自助牛排套餐，建议单人使用",2021,set(),set()
2121,餐饮评论-4299,爵士厚牛排自助餐馆（汇丰店）,"牛排还是很不错的，性价比也挺高的，所以一周内和朋友、家人去了两次。第一次是晚上八点去的，因为太晚了，所以菜不怎么更新，但是剩下的也还不错。第二次是中午去的，人非常多，几乎所有菜盘都是空的，哪怕新端菜上来，也会被一些阿姨一抢而空，几乎啥也没吃到，体验蛮差的。
火焰牛排自助餐，建议2人使用",2021,{'火焰牛排自'},set()
2122,餐饮评论-4300,友情有意音乐餐厅,"味道一级棒性价比高比较划算。每次都会选择这一家
豪华双人套餐，可免费使用包间",2021,set(),set()
2123,餐饮评论-4301,爵士厚牛排自助餐馆（汇丰店）,"一般 很少东西吃 而且寿司有一些是馊掉的 而且上菜很慢
火焰牛排1份，有赠品",2021,{'东西'},set()
2124,餐饮评论-4302,果之度（迎宾三路店）,"一如既往的好！还是喜欢你家的榴莲蛋糕
3磅榴莲千层蛋糕1个，约9英寸，圆形",2021,set(),set()
2125,餐饮评论-4303,顺德火焰醉鹅坊（站北五路店）,"环境不错，气氛也很好，最重要的是味道好极了
6人套餐，提供免费WiFi",2021,set(),set()
2126,餐饮评论-4304,十七门重庆老火锅（电白万达店）,"服务员态度挺好的，就是收银服务态度很差。付款的时候还在那里拿着对讲机唱歌，很不解。带了个小朋友还没超过1米二，也收了茶位费，但是又没有给小朋友的那一份茶。回头找收银，收银一句抱歉也没有，反而像是我的错一样。表情还很不开心，很不情愿的退了我五块钱，很无语。但是东西还是挺好吃的，超爱肥牛，还是不错的，就是收银态度很差很差
100元代金券1张，可叠加2张",2021,{'东西'},set()
2127,餐饮评论-4305,优悦西餐厅（维斯顿店）,"()
豪华2人扒餐，提供免费WiFi",2021,set(),"{'WiFi', '豪华'}"
2128,餐饮评论-4306,汉宫传承隆江猪脚饭（上排垌店）,"好吃又实惠，继续光顾！
主食2选1，提供免费WiFi",2021,set(),set()
2129,餐饮评论-4307,椒王火锅（电白店）,"口味独特，环境还可以，菜品不错，服务态度很好 推荐大家可以去的，还有一个鸳鸯锅是我最喜欢的，肉类还是挺大的，那个酱料调起来也味道很不错的，非常的棒 推荐网友可以去的，下次有时间还要去吃，希望商家搞多点优惠
100元代金券1张，可叠加2张",2021,set(),set()
2130,餐饮评论-4308,满酱（东湖店）,"环境不错啊，在金海的巷子里，还挺安静的，是个宝藏小店。
一人份干饭套餐，提供免费WiFi",2021,set(),{'WiFi'}
2131,餐饮评论-4309,油校西餐厅（光遇·油校光华校区店）,"味道还不错
双人鸡扒套餐，提供免费WiFi",2021,set(),{'WiFi'}
2132,餐饮评论-4310,椒王火锅（电白店）,"去了很多很多次，【口味】【环境】【服务】
100元代金券1张，可叠加2张",2021,set(),set()
2133,餐饮评论-4311,椒王火锅（电白店）,"小灰灰很可爱。谢谢
100元代金券1张，可叠加2张",2021,set(),set()
2134,餐饮评论-4312,云南过桥米线（汇景店）,"店面有点小，环境不错，一碗米线分量挺够的，酸辣味的，不是很酸也不是很辣，刚刚好吧。
云南小锅米线1份",2021,set(),set()
2135,餐饮评论-4313,果之度（开发区店）,"财源广进搞不好火锅可能吧好几女就卡
榴莲千层切件1份",2021,set(),set()
2136,餐饮评论-4314,鲜饮时光（高州店）,"#套餐：尝鲜单人餐#香芒熟虾寿司
尝鲜单人餐，可免费使用包间",2021,set(),set()
