,语料ID,产品名称,内容,年份,sn_ner,hb_ner
82,景区评论-1622,露天矿生态公园,"【景点攻略】 详细地址：茂名石化公司废弃的露天矿采矿场和北排土场 交通攻略：自驾前往。 2019年1月26日，茂名公共交通总公司将从2月1日起调整公交10路路线走向，市民从2月1日起可乘坐10路公交车直达茂名露天矿生态公园。 开放时间：全天 门票价格：免费 亮点特色：茂名露天矿生态公园原为茂名露天矿采矿场，位于茂名市区西北角,距离市区红旗北路直线距离约800米，规划面积约10.07平方公里，北排森林公园规划面积约6.93平方公里，选址分别位于茂名石化公司废弃的露天矿采矿场和北排土场，项目总投资约11.52亿元。其建设将有利于修复优化原露天矿采矿区的生态环境，深度挖掘弘扬茂名石油文化的历史与内涵。 通过“赏花、观景、戏水、观展”一系列景点布置，创造出集工业特色糅合山水园林矿和休闲于一体的大型开放式生态公园，为市民日常休闲活动提供了一个兼具文化、旅游、休闲与度假多功能于一体的好去处。 露天矿停止开采的矿坑日积月累形成一个大湖，茂名市委、茂名市政府因地制宜，充分利用自然环境，通过引水工程改变湖水水质，打造集生态、灌溉、景观于一体的多功能水库。 小Tips：露天矿博物馆开放时间：上午09:00-12:00 下午14:30-17:30 每周一闭馆，三楼的建市60周年成就展开放到10月13日。 作为四月推荐第一站，值得去看下，毕竟人烟稀少，避免聚集。",2020,"{'茂名公共交通总公司', '北排森林公园', '茂名市政府', '西北角', '露天矿博物馆', '红旗北路', '茂名市委', '茂名石化公司', '茂名露天矿生态公园', '北排土场'}","{'茂名公共交通总公司', '茂名市政府', '茂名市委', '红旗北路', '茂名石化公司'}"
83,景区评论-1623,中国南极长城站,不远万里去看企鹅冰山南极旅行vlog1 南极能看到什么？如何去南极？去南极需要花多少钱？也许这个视频游记能给你一点启发。 南极这个词听着就非常高冷，我对南极的认知，之前也仅仅限于电影，小说乃至照片，因为极其遥远，甚至连世界的尽头 乌斯怀亚 都作为起点，毫不夸张的说，去一趟南极所看到的认知堪比登陆外星球，这片令人向往又畏惧的大陆，孕育着生机勃勃的生命，同时拥有这个星球上绝无仅有低于冰点的旷世美景。 去南极需要多远？坐30小时飞到乌斯怀亚，再两天两夜穿过德雷克海峡就到咯……然后，你感觉就来到世界镜头，打开了新世界的大门。,2020,"{'南极', '德雷克海峡', '冰山'}","{'南极', '德雷克海峡'}"
84,景区评论-1624,中国南极长城站,南极丨跨越2万公里，大洋尽头最后一片处女地 在没有船之前，人们对南极的想象是无穷的。 在这片严酷的荒野、巨大的冰原上，生命以绚烂多彩的姿态自由绽放：海洋、峡湾、冰川、冰山、雪地；企鹅、海豹、虎鲸、座头鲸、信天翁，纯净、美好、梦幻又真实。 【中国长城站】 说起南极，不得不提到我国的南极考察站——长城站。长城站是中国在南极建立的第一个科学考察站，位于乔治王岛。 2019年，国家开放了赴南极长城站旅游申请，热门网红话题“南极打卡”，不再是梦。 站址附近有片巨大的滩涂，那是企鹅、鸟类、鲸、植物和化石的自然保护区，常常能看到成群结队的企鹅、和可爱的海豹。运气好时，还能够遇见南极特有的蓝眼鸬鹚、南极贼鸥等动物。 企鹅的好奇心非常大，会尝试吃一些没有见过的外来物体。因此在南极，不能留下任何不属于这里的东西，也不得靠近企鹅5米内。 长城站有着世界最南端的中国邮局，在那里，你可以寄一张来自世界尽头的明信片。 【爱护地球】 去南极旅游，并不只是探险猎奇，更重要的是通过感受南极的纯净，更加懂得珍惜和爱护地球。,2020,"{'大洋', '乔治王岛', '地球', '长城站', '城站', '极长', '南极'}","{'南极', '乔治王岛'}"
85,景区评论-1625,硇洲岛,从东海岛东南码头渡船过去，遇到车多时，要等两个小时。岛上景色很美，但卫生不行,2020,{'东海岛东南码头'},{'东海岛'}
86,景区评论-1626,高州仙人洞景区,瀑布为主，空气较好,2020,set(),set()
87,景区评论-1627,茂德公古城,城内部构造： 茂德公古城，集旅游度假与购物娱乐于一城，业态分布齐全，设有电影院、儿童游乐、购物广场、特色食街、中西餐、精品店、客栈、茶楼、咖啡屋、清吧酒廊、本土特色和民俗特色工艺坊等。不过现在人非常非常的少。别样风情的古街，月照楼阁，琴声悠扬，身在其中，如穿越时空，飞越红尘，带给人们购物休闲娱乐穿越时空的感受。在这里我还看到了很多的菠萝蜜让我大开眼界，从此也知道原来菠萝蜜是在树上。,2020,"{'茂德公古城', '清吧酒廊'}",{'茂德公古城'}
88,景区评论-1628,御水古温泉旅游度假区,还不错，只是疫情期间公共池没开放，单纯在房间里泡的话不划算。,2020,set(),set()
89,景区评论-1629,田园寨,挺多东西玩的 设备也挺好玩的 适合带老人和小朋友过来,2020,set(),set()
90,景区评论-1630,御水古温泉旅游度假区,好好玩，带小孩去玩是最好的选择,2020,set(),set()
91,景区评论-1631,田园寨,还不错吧。。。,2020,set(),set()
92,景区评论-1632,阳西咸水矿温泉,一如既往的好,2020,set(),set()
93,景区评论-1633,石根山,2020.4.18去的石根山，尽管疫情期间，还是人山人海。去时刚好景区搞活动，票比网上的便宜一点。要做好防蚊虫措施玻璃平台收费68元一人，阴天挺大雾的，往山顶的路很陡峭，不过此过程十分有趣，建议一定要登顶下去的时候，有滑道，收费30元一人，上山用了大概三到四个小时，坐滑道下来的,2020,{'石根山'},{'石根山'}
94,景区评论-1634,信宜莲花湖庄园,2020.4.18去的莲花湖庄园当时全票为39元，因时间问题无法把所有玩遍。很值得去,2020,{'莲花湖庄园'},{'莲花湖庄园'}
95,景区评论-1635,硇洲岛,可以从硇洲岛码头坐游轮前往硇洲岛旅游，湛江是广东一个美丽的海边城市，有许多海岛旅游资源可以开发，硇洲岛就是已开发的之一，有许多海岛特色游,2020,"{'硇洲岛码头', '硇洲岛'}",{'硇洲岛'}
96,景区评论-1636,高州仙人洞景区,一处值得休闲游玩的地方,2020,set(),set()
97,景区评论-1637,西江温泉度假村,昨天带小孩来温泉玩了一天，那里环境优美，温泉水质很好，温泉区还有免费小吃吃哦，值得大家来游玩,2020,{'温泉'},set()
98,景区评论-1638,南国热带花园,南国的景色真的美，很喜欢这样景色,2020,set(),set()
99,景区评论-1639,霞山观海长廊,城市休闲栈道，饭茶余饭后好去处！,2020,set(),set()
100,景区评论-1640,御水古温泉旅游度假区,很舒服的地方,2020,set(),set()
101,景区评论-1641,南国热带花园,南国公园景色真的很不错，很简单,2020,{'南国公园'},{'南国公园'}
102,景区评论-1642,信宜莲花湖庄园,优惠时段，值得游玩！适合带儿童游玩，里面有很多机动游戏！情侣也适合,2020,set(),set()
103,景区评论-1643,茂名森林公园,不错，很好玩,2020,set(),set()
104,景区评论-1644,信宜莲花湖庄园,这里还是挺大的。游乐项目挺多的，大部分适合亲子游。带小孩来的一定要带小孩去游乐园玩，在这里肯定会留连忘返，特别是因疫情少出来玩的，能高兴而归也好。这里的门票不算贵，50元，对了，湖中还有水上表演，留意表演时间，值得一看。,2020,set(),set()
105,景区评论-1645,茂名森林公园,取票很快，服务很好，一次再带小朋友一起玩 取票很快，服务很好，一次再带小朋友一起玩 取票很快，服务很好，一次再带小朋友一起玩,2020,set(),set()
106,景区评论-1646,吉兆湾,很不错的选择，很不错的地方，夏天去蛮好的,2020,set(),set()
107,景区评论-1647,南国热带花园,南国的景色很漂亮。每次都很喜欢来这里,2020,set(),{'南国'}
108,景区评论-1648,南海1号一号银滩（十里银滩）,很漂亮，不比三亚差,2020,set(),set()
109,景区评论-1649,高州仙人洞景区,正值五一假期，第一次到仙人洞游玩，一行四个家庭，12名成员，自驾游。由茂名市区出发，半程包茂高速，之后进入280省道直到深镇镇，从深镇镇往景区的道路比较狭窄弯道多，新手司机得多加注意安全！我们大概用时2个半小时才到达。景区设备完善，停车方便。树林竹林成阴，瀑布的水流冲击声响彻整条峡谷，空气清新。值得推荐一家大小游玩的好地方！,2020,"{'仙人洞', '包茂高速'}","{'仙人洞', '280省道'}"
110,景区评论-1650,金沙湾海滨浴场,海滨浴场几乎每个沿海城市都有，这个浴场很不错，不算大，但是海滩很干净，水清沙幼，虽然没有下水玩，但是沙滩上走走也是蛮开心的。,2020,set(),{'海滨浴场'}
111,景区评论-1651,玉湖风景区,五月盛夏，满树的凤凰花都开了，它们开得那么红，那么艳。在绿叶的衬托下，凤凰花就像一只只凤凰停歇在树上，绿叶配红花，美丽极了。 凤凰树的叶子是很轻的，很像油甘树的叶子，看起来一穗穗的，非常丰富灵动，秋天它就结了荚子。以前上初中的时候，学校有一棵已有一些年份象征着某种意义地位的凤凰花树，大家都说开的花越红越艳，高考录取率就越高。 那时我几乎觉得，凤凰树是一种神仙树，只有神仙才能让它开出那么盛大的花朵，而且整整一个多月都不败，花期可以说是非常持久了，等清风吹来，在弯弯曲曲的树枝上开满了火红的凤凰花，一蔟一蔟的，红彤彤的凤凰花瓣撒满地面，像是铺上了鲜红的地毯。 在茂名玉湖码头上再见到这凤凰花开，怒放的凤凰花，花开花又落，在这个风雨漂泊的五月里，我站在码头边和湛蓝辽阔的天空痴痴望着凤凰花，是想给予这美丽的花儿如夏阳般炽热的歌颂，是想给自己平淡的戍边生涯留一些花香四溢的怀想，而这怀想只与那怒放的凤凰花有关，只与那美丽的凤凰花依依相关，甚至更怀念过去的初中生活。 广东中国 茂名广东,2020,{'玉湖码头'},set()
112,景区评论-1652,御水古温泉旅游度假区,温泉比较多，儿童乐园小孩很喜欢,2020,set(),set()
113,景区评论-1653,茂名森林公园,茂名森林公园位于广东省茂名市西郊，占地4500亩，由近3000亩的自然林、500科技示范林、野生动物救护研究中心、花木苗圃等组成。园内植被茂密，动物活泼可爱，融休闲、娱乐、旅游、观光等为一体，是开展科研科普和生态环保教育的场所。,2020,"{'野生动物救护研究中心', '西郊', '茂名森林公园'}",{'茂名森林公园'}
114,景区评论-1654,寸金动物园,平时最喜欢去的就是寸金公园很好,2020,{'寸金公园'},{'寸金公园'}
115,景区评论-1655,吉兆湾,很不错，很值得去看看，领略一下大自然！,2020,set(),set()
116,景区评论-1656,放鸡岛生态旅游国际度假区,好看，好玩。景色宜人。。。。。,2020,set(),set()
117,景区评论-1657,鼎龙湾欢乐海岸,很不错，很满意的一次旅程内部设施也很完善-,2020,set(),set()
118,景区评论-1658,信宜莲花湖庄园,一般般，但门票超贵！玻璃栈道要收几十元,2020,{'玻璃栈道'},set()
119,景区评论-1659,御水古温泉旅游度假区,值得体验，服务很好，热情周到，为黄盘珠点,2020,set(),set()
120,景区评论-1660,中国第一滩旅游度假区,美景，美人！！！茂名旅游，一滩是你的打卡圣地！项目丰富又实惠，没有三亚的贵价收费，服务周到又专业。,2020,{'一'},set()
121,景区评论-1661,中国第一滩旅游度假区,茂名高速下来，大概25分钟，景区不收门票。停车场很大，车位很多，停车费是30一天，附近海鲜味道可以，价格合理。娱乐项目很丰富，沙滩车，拖伞，快艇，摩托艇，都有。还有游乐场，冰雪世界,2020,{'茂名高速'},set()
122,景区评论-1662,高州仙人洞景区,带小孩去玩比较好，不怎么爬山就能玩到所有游乐设施，不过有点小贵。但是停车费要5块钱，去的路不好走，离市区太远了。风景还是不错，如果有体力，时间又充足，可以一路爬到山顶，有很多花。,2020,set(),set()
123,景区评论-1663,高州仙人洞景区,天然氧吧！还不错，适合一家老小一起来爬山锻炼身体又可以吸氧，空中千秋很刺激。最不好的是太远了，山路十八弯，需要老司机才敢开这路，总体还是不错，门口的白粥豆腐花好吃。,2020,set(),set()
124,景区评论-1664,茂名森林公园,很好玩，可以逛很久，地方也很大，性价比很高！,2020,set(),set()
125,景区评论-1665,鼎龙湾欢乐海岸,景色宜人，趣味性也不错，性价比挺高的！,2020,set(),set()
126,景区评论-1666,中国第一滩旅游度假区,这里不收门票哦，海鲜很便宜又好吃，满足！,2020,set(),set()
127,景区评论-1667,中国第一滩旅游度假区,不需要门票，吃的也很便宜，很好！,2020,set(),set()
128,景区评论-1668,放鸡岛生态旅游国际度假区,小岛很美丽呀，景色超级超级好看，很喜欢！,2020,set(),set()
129,景区评论-1669,御水古温泉旅游度假区,一年没来又重新装修了，环境越来越有意思了！黑白的色调让人有种典雅的感觉，大堂很宽敞舒适，温泉池很干净。园里面有很多工作人员在随时清理落叶，见到游客也很热情的打招呼在蒸汽室时还时不时来看一眼，她们说是怕出意外，看得出来培训也非常到位啦！下次还来,2020,set(),set()
